Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Passages,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Treatment,create_date,version
SRR1700226,RNA-Seq,51,211725429,PRJNA269761,SAMN03256800,135716829,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802750,GSM1562748,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562748,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:17:00Z,1
SRR1700227,RNA-Seq,51,357753066,PRJNA269761,SAMN03256835,222678515,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802751,GSM1562749,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562749,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:17:00Z,1
SRR1700228,RNA-Seq,51,367716222,PRJNA269761,SAMN03256872,236318902,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""s3_gs_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX802752,GSM1562750,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562750,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:18:00Z,1
SRR1700229,RNA-Seq,51,476394264,PRJNA269761,SAMN03256919,295895957,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802753,GSM1562751,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562751,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:18:00Z,1
SRR1700230,RNA-Seq,51,518796327,PRJNA269761,SAMN03256757,321704573,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX802754,GSM1562752,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562752,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:18:00Z,1
SRR1700231,RNA-Seq,51,413278806,PRJNA269761,SAMN03256848,254766428,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX802755,GSM1562753,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562753,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:17:00Z,1
SRR1700232,RNA-Seq,51,362432367,PRJNA269761,SAMN03256657,223829126,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802756,GSM1562754,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562754,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:17:00Z,1
SRR1700233,RNA-Seq,51,440717622,PRJNA269761,SAMN03256555,268888404,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX802757,GSM1562755,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562755,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:18:00Z,1
SRR1700234,RNA-Seq,51,344394024,PRJNA269761,SAMN03256868,213259262,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802758,GSM1562756,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562756,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:17:00Z,1
SRR1700235,RNA-Seq,51,455141799,PRJNA269761,SAMN03256554,280765147,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX802759,GSM1562757,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562757,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:17:00Z,1
SRR1700236,RNA-Seq,51,341149659,PRJNA269761,SAMN03256540,210734807,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802760,GSM1562758,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562758,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:18:00Z,1
SRR1700237,RNA-Seq,51,370993380,PRJNA269761,SAMN03256630,231706861,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX802761,GSM1562759,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562759,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:17:00Z,1
SRR1700238,RNA-Seq,51,255460173,PRJNA269761,SAMN03256687,164647002,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802762,GSM1562760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562760,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:17:00Z,1
SRR1700239,RNA-Seq,51,689961660,PRJNA269761,SAMN03256784,424219176,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802763,GSM1562761,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562761,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700240,RNA-Seq,51,641256456,PRJNA269761,SAMN03256901,393281345,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802764,GSM1562762,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562762,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700241,RNA-Seq,51,487159803,PRJNA269761,SAMN03256825,301559596,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX802765,GSM1562763,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562763,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700242,RNA-Seq,51,439003716,PRJNA269761,SAMN03256890,273313590,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802766,GSM1562764,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562764,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700243,RNA-Seq,51,562016634,PRJNA269761,SAMN03256857,343143650,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX802767,GSM1562765,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562765,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700244,RNA-Seq,51,435280308,PRJNA269761,SAMN03256908,267334812,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802768,GSM1562766,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562766,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700245,RNA-Seq,51,392817351,PRJNA269761,SAMN03256910,241111903,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802769,GSM1562767,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562767,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700246,RNA-Seq,51,281745828,PRJNA269761,SAMN03256732,174868369,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802770,GSM1562768,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562768,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700247,RNA-Seq,51,672577494,PRJNA269761,SAMN03256875,409857233,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802771,GSM1562769,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562769,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:20:00Z,1
SRR1700248,RNA-Seq,51,408402747,PRJNA269761,SAMN03256763,251338504,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802772,GSM1562770,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562770,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700249,RNA-Seq,51,561143667,PRJNA269761,SAMN03256880,359786770,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX802773,GSM1562771,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562771,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700250,RNA-Seq,51,451353111,PRJNA269761,SAMN03256924,272079835,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802774,GSM1562772,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562772,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700251,RNA-Seq,51,321538068,PRJNA269761,SAMN03256881,215094501,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802775,GSM1562773,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562773,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700252,RNA-Seq,51,506269452,PRJNA269761,SAMN03256841,327599942,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802776,GSM1562774,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562774,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700253,RNA-Seq,51,408661164,PRJNA269761,SAMN03256798,248970230,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802777,GSM1562775,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562775,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700254,RNA-Seq,51,879428037,PRJNA269761,SAMN03256912,544581717,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX802778,GSM1562776,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562776,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700255,RNA-Seq,51,286791462,PRJNA269761,SAMN03256837,188525425,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX802779,GSM1562777,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562777,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700256,RNA-Seq,51,522052014,PRJNA269761,SAMN03256914,326880718,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX802780,GSM1562778,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562778,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:20:00Z,1
SRR1700257,RNA-Seq,51,392035266,PRJNA269761,SAMN03256747,247036304,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802781,GSM1562779,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562779,single H1-Fucci cell sorted from S phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700258,RNA-Seq,51,284715405,PRJNA269761,SAMN03256735,192491033,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802782,GSM1562780,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562780,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700259,RNA-Seq,51,164869842,PRJNA269761,SAMN03256826,119301426,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802783,GSM1562781,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562781,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:19:00Z,1
SRR1700260,RNA-Seq,51,369001575,PRJNA269761,SAMN03256801,227061033,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""s3_gs_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX802784,GSM1562782,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562782,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700261,RNA-Seq,51,224004852,PRJNA269761,SAMN03256869,164329498,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX802785,GSM1562783,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562783,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700262,RNA-Seq,51,238707234,PRJNA269761,SAMN03256739,152500812,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802786,GSM1562784,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562784,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:20:00Z,1
SRR1700263,RNA-Seq,51,263427699,PRJNA269761,SAMN03256755,190213774,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802787,GSM1562785,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562785,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:20:00Z,1
SRR1700264,RNA-Seq,51,349354437,PRJNA269761,SAMN03256863,242113215,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802788,GSM1562786,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562786,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700265,RNA-Seq,51,391403478,PRJNA269761,SAMN03256915,248444557,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802789,GSM1562787,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562787,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700266,RNA-Seq,51,408532797,PRJNA269761,SAMN03256779,249864334,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802790,GSM1562788,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562788,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700267,RNA-Seq,51,292179561,PRJNA269761,SAMN03256921,198032542,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802791,GSM1562789,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562789,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:20:00Z,1
SRR1700268,RNA-Seq,51,511413822,PRJNA269761,SAMN03256903,326680753,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX802792,GSM1562790,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562790,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:22:00Z,1
SRR1700269,RNA-Seq,51,370166925,PRJNA269761,SAMN03256765,253148082,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802793,GSM1562791,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562791,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700270,RNA-Seq,51,469091727,PRJNA269761,SAMN03256812,285756910,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX802794,GSM1562792,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562792,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700271,RNA-Seq,51,272283747,PRJNA269761,SAMN03256897,167456658,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX802795,GSM1562793,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562793,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700272,RNA-Seq,51,421640817,PRJNA269761,SAMN03256727,257240080,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802796,GSM1562794,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562794,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700273,RNA-Seq,51,527287827,PRJNA269761,SAMN03256817,320552634,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802797,GSM1562795,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562795,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700274,RNA-Seq,51,453236592,PRJNA269761,SAMN03256802,274443272,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802798,GSM1562796,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562796,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700275,RNA-Seq,51,544146336,PRJNA269761,SAMN03256818,342803908,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802799,GSM1562797,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562797,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700276,RNA-Seq,51,455544240,PRJNA269761,SAMN03256833,277497209,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802800,GSM1562798,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562798,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700277,RNA-Seq,51,516765354,PRJNA269761,SAMN03256730,343879372,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802801,GSM1562799,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562799,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
SRR1700278,RNA-Seq,51,451200978,PRJNA269761,SAMN03256807,274232133,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX802802,GSM1562800,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562800,single H1-Fucci cell sorted from G2/M phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:21:00Z,1
