Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,STRAIN,cross,Tissue
SRR805305,RNA-Seq,51,1254784773,PRJNA195938,SAMN01997414,1134759422,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",Early blastocyst cell (86-88h post-fertilization),SRX259237,GSM1112622,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112622,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805306,RNA-Seq,51,1459671612,PRJNA195938,SAMN01997415,1105517917,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",Early blastocyst cell (86-88h post-fertilization),SRX259238,GSM1112623,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112623,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805307,RNA-Seq,51,1149188559,PRJNA195938,SAMN01997416,892628379,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259239,GSM1112624,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112624,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805308,RNA-Seq,51,971875941,PRJNA195938,SAMN01997417,763590735,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",Early blastocyst cell (86-88h post-fertilization),SRX259240,GSM1112625,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112625,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805309,RNA-Seq,53,1168569493,PRJNA195938,SAMN01997418,1131116879,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",Early blastocyst cell (86-88h post-fertilization),SRX259241,GSM1112626,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112626,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805310,RNA-Seq,53,679678466,PRJNA195938,SAMN01997419,647220799,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",Early blastocyst cell (86-88h post-fertilization),SRX259242,GSM1112627,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112627,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805311,RNA-Seq,53,940729171,PRJNA195938,SAMN01997420,879299843,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",Early blastocyst cell (86-88h post-fertilization),SRX259243,GSM1112628,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112628,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805312,RNA-Seq,53,911906658,PRJNA195938,SAMN01997421,843877305,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259244,GSM1112629,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112629,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805313,RNA-Seq,53,656290520,PRJNA195938,SAMN01997422,620879579,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259245,GSM1112630,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112630,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805314,RNA-Seq,53,711999774,PRJNA195938,SAMN01997423,667459351,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259246,GSM1112631,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112631,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805315,RNA-Seq,53,653796923,PRJNA195938,SAMN01997424,608934279,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259247,GSM1112632,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112632,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805316,RNA-Seq,53,656801705,PRJNA195938,SAMN01997425,625810102,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259248,GSM1112633,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112633,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805317,RNA-Seq,53,975153996,PRJNA195938,SAMN01997426,953058763,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259249,GSM1112634,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112634,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805318,RNA-Seq,53,1223918241,PRJNA195938,SAMN01997427,1173323522,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",Early blastocyst cell (86-88h post-fertilization),SRX259250,GSM1112635,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112635,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805319,RNA-Seq,53,1116853047,PRJNA195938,SAMN01997428,1060431506,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",Early blastocyst cell (86-88h post-fertilization),SRX259251,GSM1112636,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112636,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805320,RNA-Seq,53,994503713,PRJNA195938,SAMN01997429,954520732,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259252,GSM1112637,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112637,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805321,RNA-Seq,53,1091515284,PRJNA195938,SAMN01997430,1004980960,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259253,GSM1112638,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112638,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805322,RNA-Seq,53,1205846566,PRJNA195938,SAMN01997431,1083913554,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",Early blastocyst cell (86-88h post-fertilization),SRX259254,GSM1112639,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112639,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805323,RNA-Seq,53,961187489,PRJNA195938,SAMN01997432,881069131,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",Early blastocyst cell (86-88h post-fertilization),SRX259255,GSM1112640,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112640,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805324,RNA-Seq,53,863440808,PRJNA195938,SAMN01997433,810388182,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",Early blastocyst cell (86-88h post-fertilization),SRX259256,GSM1112641,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112641,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805325,RNA-Seq,53,1077288441,PRJNA195938,SAMN01997434,994335999,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259257,GSM1112642,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112642,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805326,RNA-Seq,53,914043035,PRJNA195938,SAMN01997435,850109050,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259258,GSM1112643,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112643,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805327,RNA-Seq,53,1183630503,PRJNA195938,SAMN01997436,1138295348,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259259,GSM1112644,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112644,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805328,RNA-Seq,53,1096239439,PRJNA195938,SAMN01997437,1043633376,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259260,GSM1112645,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112645,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805329,RNA-Seq,53,1159798417,PRJNA195938,SAMN01997438,1112925258,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259261,GSM1112646,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112646,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805330,RNA-Seq,53,245472203,PRJNA195938,SAMN01997439,232506168,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",Early blastocyst cell (86-88h post-fertilization),SRX259262,GSM1112647,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112647,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805331,RNA-Seq,53,724578688,PRJNA195938,SAMN01997440,695319613,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",Early blastocyst cell (86-88h post-fertilization),SRX259263,GSM1112648,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112648,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805332,RNA-Seq,53,664393584,PRJNA195938,SAMN01997441,638468361,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",Early blastocyst cell (86-88h post-fertilization),SRX259264,GSM1112649,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112649,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805333,RNA-Seq,53,939307499,PRJNA195938,SAMN01997442,881518568,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",Early blastocyst cell (86-88h post-fertilization),SRX259265,GSM1112650,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112650,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805334,RNA-Seq,53,1234437893,PRJNA195938,SAMN01997443,1163528914,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",Early blastocyst cell (86-88h post-fertilization),SRX259266,GSM1112651,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112651,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805335,RNA-Seq,53,970045538,PRJNA195938,SAMN01997444,940476669,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",Early blastocyst cell (86-88h post-fertilization),SRX259267,GSM1112652,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112652,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805336,RNA-Seq,53,948377283,PRJNA195938,SAMN01997445,891640692,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",Early blastocyst cell (86-88h post-fertilization),SRX259268,GSM1112653,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112653,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805337,RNA-Seq,59,6051057464,PRJNA195938,SAMN01997446,4034605685,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",Late 2-cell stage blastomere (46-48h post-fertilization),SRX259269,GSM1112654,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112654,Late 2-cell stage blastomere (46-48h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805338,RNA-Seq,52,6497203804,PRJNA195938,SAMN01997447,4693173919,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",Late 2-cell stage blastomere (46-48h post-fertilization),SRX259270,GSM1112655,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112655,Late 2-cell stage blastomere (46-48h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805339,RNA-Seq,59,7915979437,PRJNA195938,SAMN01997448,5350235009,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",Late 2-cell stage blastomere (46-48h post-fertilization),SRX259271,GSM1112656,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112656,Late 2-cell stage blastomere (46-48h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805340,RNA-Seq,59,7159396890,PRJNA195938,SAMN01997449,5082543943,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",Late 2-cell stage blastomere (46-48h post-fertilization),SRX259272,GSM1112657,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112657,Late 2-cell stage blastomere (46-48h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805341,RNA-Seq,59,6236639604,PRJNA195938,SAMN01997450,4282992431,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",Late 2-cell stage blastomere (46-48h post-fertilization),SRX259273,GSM1112658,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112658,Late 2-cell stage blastomere (46-48h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805342,RNA-Seq,59,7304133920,PRJNA195938,SAMN01997451,5183298556,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",Late 2-cell stage blastomere (46-48h post-fertilization),SRX259274,GSM1112659,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112659,Late 2-cell stage blastomere (46-48h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805343,RNA-Seq,59,6166529491,PRJNA195938,SAMN01997452,4283915892,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",Late 2-cell stage blastomere (46-48h post-fertilization),SRX259275,GSM1112660,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112660,Late 2-cell stage blastomere (46-48h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805344,RNA-Seq,59,7509210899,PRJNA195938,SAMN01997453,5295231334,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",Late 2-cell stage blastomere (46-48h post-fertilization),SRX259276,GSM1112661,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112661,Late 2-cell stage blastomere (46-48h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805345,RNA-Seq,59,8242473224,PRJNA195938,SAMN01997454,5795914326,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",Late 2-cell stage blastomere (46-48h post-fertilization),SRX259277,GSM1112662,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112662,Late 2-cell stage blastomere (46-48h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805346,RNA-Seq,59,6540841539,PRJNA195938,SAMN01997455,4336943055,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",Late 2-cell stage blastomere (46-48h post-fertilization),SRX259278,GSM1112663,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112663,Late 2-cell stage blastomere (46-48h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805347,RNA-Seq,53,920579790,PRJNA195938,SAMN01997456,867642464,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",Late blastocyst cell (100-102h post-fertilization),SRX259279,GSM1112664,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112664,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805348,RNA-Seq,53,652368520,PRJNA195938,SAMN01997457,663130279,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",Late blastocyst cell (100-102h post-fertilization),SRX259280,GSM1112665,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112665,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805349,RNA-Seq,53,1029909144,PRJNA195938,SAMN01997458,954631602,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",Late blastocyst cell (100-102h post-fertilization),SRX259281,GSM1112666,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112666,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805350,RNA-Seq,53,885370459,PRJNA195938,SAMN01997459,818990744,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",Late blastocyst cell (100-102h post-fertilization),SRX259282,GSM1112667,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112667,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805351,RNA-Seq,53,938181673,PRJNA195938,SAMN01997460,941929534,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",Late blastocyst cell (100-102h post-fertilization),SRX259283,GSM1112668,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112668,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805352,RNA-Seq,53,564882586,PRJNA195938,SAMN01997461,564294563,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",Late blastocyst cell (100-102h post-fertilization),SRX259284,GSM1112669,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112669,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805353,RNA-Seq,53,246970566,PRJNA195938,SAMN01997462,222476417,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",Late blastocyst cell (100-102h post-fertilization),SRX259285,GSM1112670,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112670,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805354,RNA-Seq,53,1071383552,PRJNA195938,SAMN01997463,1047153026,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",Late blastocyst cell (100-102h post-fertilization),SRX259286,GSM1112671,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112671,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805355,RNA-Seq,53,1370273766,PRJNA195938,SAMN01997464,1296540003,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",Late blastocyst cell (100-102h post-fertilization),SRX259287,GSM1112672,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112672,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805356,RNA-Seq,53,703869998,PRJNA195938,SAMN01997465,667184065,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",Late blastocyst cell (100-102h post-fertilization),SRX259288,GSM1112673,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112673,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
