Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,facs_sorting,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,PASSAGE,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR2978941,RNA-Seq,51,74431491,PRJNA305280,SAMN04322728,48221289,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468529,not sorted,GSM1966251,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966251,H9 cells differentiated for 72 hours,SRP067036
SRR2978942,RNA-Seq,51,98222379,PRJNA305280,SAMN04322729,63630994,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468530,not sorted,GSM1966252,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966252,H9 cells differentiated for 72 hours,SRP067036
SRR2978943,RNA-Seq,51,78155154,PRJNA305280,SAMN04322730,51074543,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468531,not sorted,GSM1966253,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966253,H9 cells differentiated for 72 hours,SRP067036
SRR2978944,RNA-Seq,51,65104968,PRJNA305280,SAMN04322731,42341396,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468532,not sorted,GSM1966254,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966254,H9 cells differentiated for 72 hours,SRP067036
SRR2978945,RNA-Seq,51,78865839,PRJNA305280,SAMN04322732,51695471,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468533,not sorted,GSM1966255,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966255,H9 cells differentiated for 72 hours,SRP067036
SRR2978946,RNA-Seq,51,98912613,PRJNA305280,SAMN04322733,64023185,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468534,not sorted,GSM1966256,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966256,H9 cells differentiated for 72 hours,SRP067036
SRR2978947,RNA-Seq,51,99368808,PRJNA305280,SAMN04322884,64126681,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468535,not sorted,GSM1966257,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966257,H9 cells differentiated for 72 hours,SRP067036
SRR2978948,RNA-Seq,51,150957552,PRJNA305280,SAMN04322885,97293611,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468536,not sorted,GSM1966258,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966258,H9 cells differentiated for 72 hours,SRP067036
SRR2978949,RNA-Seq,51,93571077,PRJNA305280,SAMN04322886,62758896,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468537,not sorted,GSM1966259,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966259,H9 cells differentiated for 72 hours,SRP067036
SRR2978950,RNA-Seq,51,100819758,PRJNA305280,SAMN04322887,65505183,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468538,not sorted,GSM1966260,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966260,H9 cells differentiated for 72 hours,SRP067036
SRR2978951,RNA-Seq,51,71185851,PRJNA305280,SAMN04322888,48390842,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468539,not sorted,GSM1966261,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966261,H9 cells differentiated for 72 hours,SRP067036
SRR2978952,RNA-Seq,51,86313726,PRJNA305280,SAMN04322889,56360357,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468540,not sorted,GSM1966262,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966262,H9 cells differentiated for 72 hours,SRP067036
SRR2978953,RNA-Seq,51,95511933,PRJNA305280,SAMN04322890,62198180,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468541,not sorted,GSM1966263,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966263,H9 cells differentiated for 72 hours,SRP067036
SRR2978954,RNA-Seq,51,104963916,PRJNA305280,SAMN04322891,68348492,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468542,not sorted,GSM1966264,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966264,H9 cells differentiated for 72 hours,SRP067036
SRR2978955,RNA-Seq,51,78585237,PRJNA305280,SAMN04322892,51464044,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468543,not sorted,GSM1966265,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966265,H9 cells differentiated for 72 hours,SRP067036
SRR2978956,RNA-Seq,51,47602431,PRJNA305280,SAMN04322893,31114116,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468544,not sorted,GSM1966266,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966266,H9 cells differentiated for 72 hours,SRP067036
SRR2978957,RNA-Seq,51,74177256,PRJNA305280,SAMN04322894,48519798,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468545,not sorted,GSM1966267,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966267,H9 cells differentiated for 72 hours,SRP067036
SRR2978958,RNA-Seq,51,96556719,PRJNA305280,SAMN04322895,62873621,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468546,not sorted,GSM1966268,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966268,H9 cells differentiated for 72 hours,SRP067036
SRR2978959,RNA-Seq,51,117049131,PRJNA305280,SAMN04322896,75928915,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468547,not sorted,GSM1966269,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966269,H9 cells differentiated for 72 hours,SRP067036
SRR2978960,RNA-Seq,51,187448970,PRJNA305280,SAMN04322897,120580617,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468548,not sorted,GSM1966270,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966270,H9 cells differentiated for 72 hours,SRP067036
SRR2978961,RNA-Seq,51,113457303,PRJNA305280,SAMN04322898,76325332,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468549,not sorted,GSM1966271,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966271,H9 cells differentiated for 72 hours,SRP067036
SRR2978962,RNA-Seq,51,100496163,PRJNA305280,SAMN04322899,65391133,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468550,not sorted,GSM1966272,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966272,H9 cells differentiated for 72 hours,SRP067036
SRR2978963,RNA-Seq,51,103120266,PRJNA305280,SAMN04322900,67013337,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468551,not sorted,GSM1966273,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966273,H9 cells differentiated for 72 hours,SRP067036
SRR2978964,RNA-Seq,51,114859599,PRJNA305280,SAMN04322901,74497342,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468552,not sorted,GSM1966274,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966274,H9 cells differentiated for 72 hours,SRP067036
SRR2978965,RNA-Seq,51,128190489,PRJNA305280,SAMN04322902,83355129,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468553,not sorted,GSM1966275,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966275,H9 cells differentiated for 72 hours,SRP067036
SRR2978966,RNA-Seq,51,151880142,PRJNA305280,SAMN04322903,97990349,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468554,not sorted,GSM1966276,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966276,H9 cells differentiated for 72 hours,SRP067036
SRR2978967,RNA-Seq,51,94899525,PRJNA305280,SAMN04322904,61863248,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468555,not sorted,GSM1966277,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966277,H9 cells differentiated for 72 hours,SRP067036
SRR2978968,RNA-Seq,51,60490386,PRJNA305280,SAMN04322905,39265463,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468556,not sorted,GSM1966278,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966278,H9 cells differentiated for 72 hours,SRP067036
SRR2978969,RNA-Seq,51,89418198,PRJNA305280,SAMN04322906,58561577,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468557,not sorted,GSM1966279,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966279,H9 cells differentiated for 72 hours,SRP067036
SRR2978970,RNA-Seq,51,116109864,PRJNA305280,SAMN04322907,75321220,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468558,not sorted,GSM1966280,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966280,H9 cells differentiated for 72 hours,SRP067036
SRR2978971,RNA-Seq,51,154353234,PRJNA305280,SAMN04322908,100035113,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468559,not sorted,GSM1966281,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966281,H9 cells differentiated for 72 hours,SRP067036
SRR2978972,RNA-Seq,51,190281714,PRJNA305280,SAMN04322909,122312569,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468560,not sorted,GSM1966282,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966282,H9 cells differentiated for 72 hours,SRP067036
SRR2978973,RNA-Seq,51,133469346,PRJNA305280,SAMN04322910,88763632,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468561,not sorted,GSM1966283,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966283,H9 cells differentiated for 72 hours,SRP067036
SRR2978974,RNA-Seq,51,130706625,PRJNA305280,SAMN04322911,83921793,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468562,not sorted,GSM1966284,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966284,H9 cells differentiated for 72 hours,SRP067036
SRR2978975,RNA-Seq,51,148813920,PRJNA305280,SAMN04322912,95834083,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468563,not sorted,GSM1966285,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966285,H9 cells differentiated for 72 hours,SRP067036
SRR2978976,RNA-Seq,51,143570100,PRJNA305280,SAMN04322913,93731283,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468564,not sorted,GSM1966286,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966286,H9 cells differentiated for 72 hours,SRP067036
SRR2978977,RNA-Seq,51,132530334,PRJNA305280,SAMN04322644,86712135,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468565,not sorted,GSM1966287,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966287,H9 cells differentiated for 72 hours,SRP067036
SRR2978978,RNA-Seq,51,100140846,PRJNA305280,SAMN04322645,64906815,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468566,not sorted,GSM1966288,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966288,H9 cells differentiated for 72 hours,SRP067036
SRR2978979,RNA-Seq,51,74406144,PRJNA305280,SAMN04322646,48086648,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468567,not sorted,GSM1966289,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966289,H9 cells differentiated for 72 hours,SRP067036
SRR2978980,RNA-Seq,51,90138369,PRJNA305280,SAMN04322647,58780630,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468568,not sorted,GSM1966290,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966290,H9 cells differentiated for 72 hours,SRP067036
SRR2978981,RNA-Seq,51,141221652,PRJNA305280,SAMN04322648,91146343,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468569,not sorted,GSM1966291,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966291,H9 cells differentiated for 72 hours,SRP067036
SRR2978982,RNA-Seq,51,137972493,PRJNA305280,SAMN04322649,88634567,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468570,not sorted,GSM1966292,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966292,H9 cells differentiated for 72 hours,SRP067036
SRR2978983,RNA-Seq,51,43670739,PRJNA305280,SAMN04322650,32790731,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468571,not sorted,GSM1966293,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966293,H9 cells differentiated for 72 hours,SRP067036
SRR2978984,RNA-Seq,51,89412282,PRJNA305280,SAMN04322651,63665660,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468572,not sorted,GSM1966294,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966294,H9 cells differentiated for 72 hours,SRP067036
SRR2978985,RNA-Seq,51,153471546,PRJNA305280,SAMN04322652,100094478,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468573,not sorted,GSM1966295,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966295,H9 cells differentiated for 72 hours,SRP067036
SRR2978986,RNA-Seq,51,150187911,PRJNA305280,SAMN04322653,97403220,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468574,not sorted,GSM1966296,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966296,H9 cells differentiated for 72 hours,SRP067036
SRR2978987,RNA-Seq,51,155659038,PRJNA305280,SAMN04322654,100658394,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468575,not sorted,GSM1966297,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966297,H9 cells differentiated for 72 hours,SRP067036
SRR2978988,RNA-Seq,51,20655918,PRJNA305280,SAMN04322655,15570303,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468576,not sorted,GSM1966298,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966298,H9 cells differentiated for 72 hours,SRP067036
SRR2978989,RNA-Seq,51,151825368,PRJNA305280,SAMN04322656,99278507,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468577,not sorted,GSM1966299,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966299,H9 cells differentiated for 72 hours,SRP067036
SRR2978990,RNA-Seq,51,120041097,PRJNA305280,SAMN04322657,78579213,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468578,not sorted,GSM1966300,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966300,H9 cells differentiated for 72 hours,SRP067036
SRR2978991,RNA-Seq,51,83918817,PRJNA305280,SAMN04322658,54073453,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468579,not sorted,GSM1966301,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966301,H9 cells differentiated for 72 hours,SRP067036
SRR2978992,RNA-Seq,51,59016231,PRJNA305280,SAMN04322659,42290271,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468580,not sorted,GSM1966302,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966302,H9 cells differentiated for 72 hours,SRP067036
SRR2978993,RNA-Seq,51,157503861,PRJNA305280,SAMN04322660,102545976,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468581,not sorted,GSM1966303,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966303,H9 cells differentiated for 72 hours,SRP067036
SRR2978994,RNA-Seq,51,146585628,PRJNA305280,SAMN04322661,95043472,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468582,not sorted,GSM1966304,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966304,H9 cells differentiated for 72 hours,SRP067036
SRR2978995,RNA-Seq,51,134494854,PRJNA305280,SAMN04322662,86454974,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468583,not sorted,GSM1966305,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966305,H9 cells differentiated for 72 hours,SRP067036
SRR2978996,RNA-Seq,51,74986473,PRJNA305280,SAMN04322663,49638270,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468584,not sorted,GSM1966306,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966306,H9 cells differentiated for 72 hours,SRP067036
SRR2978997,RNA-Seq,51,124071780,PRJNA305280,SAMN04322664,79678607,GEO,public,fastq,s3,s3.us-east-1,SRX1468585,not sorted,GSM1966307,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966307,H9 cells differentiated for 72 hours,SRP067036
SRR2978998,RNA-Seq,51,108679878,PRJNA305280,SAMN04322665,70478588,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468586,not sorted,GSM1966308,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966308,H9 cells differentiated for 72 hours,SRP067036
SRR2978999,RNA-Seq,51,115592826,PRJNA305280,SAMN04322666,74257989,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468587,not sorted,GSM1966309,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966309,H9 cells differentiated for 72 hours,SRP067036
SRR2979000,RNA-Seq,51,114402180,PRJNA305280,SAMN04322667,73558778,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468588,not sorted,GSM1966310,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966310,H9 cells differentiated for 72 hours,SRP067036
SRR2979001,RNA-Seq,51,176808483,PRJNA305280,SAMN04322668,113312583,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468590,not sorted,GSM1966311,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966311,H9 cells differentiated for 72 hours,SRP067036
SRR2979002,RNA-Seq,51,130118187,PRJNA305280,SAMN04322669,84380779,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468591,not sorted,GSM1966312,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966312,H9 cells differentiated for 72 hours,SRP067036
SRR2979003,RNA-Seq,51,146875002,PRJNA305280,SAMN04322673,94387363,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468592,not sorted,GSM1966313,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966313,H9 cells differentiated for 72 hours,SRP067036
SRR2979004,RNA-Seq,51,139664265,PRJNA305280,SAMN04322614,89258042,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468593,not sorted,GSM1966314,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966314,H9 cells differentiated for 72 hours,SRP067036
SRR2979005,RNA-Seq,51,149246655,PRJNA305280,SAMN04322615,95594518,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468594,not sorted,GSM1966315,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966315,H9 cells differentiated for 72 hours,SRP067036
SRR2979006,RNA-Seq,51,138561135,PRJNA305280,SAMN04322616,91789695,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468595,not sorted,GSM1966316,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966316,H9 cells differentiated for 72 hours,SRP067036
SRR2979007,RNA-Seq,51,159435894,PRJNA305280,SAMN04322617,102477299,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468596,not sorted,GSM1966317,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966317,H9 cells differentiated for 72 hours,SRP067036
SRR2979008,RNA-Seq,51,108634896,PRJNA305280,SAMN04322670,73416757,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468597,not sorted,GSM1966318,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966318,H9 cells differentiated for 72 hours,SRP067036
SRR2979009,RNA-Seq,51,134708238,PRJNA305280,SAMN04322671,86467372,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468598,not sorted,GSM1966319,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966319,H9 cells differentiated for 72 hours,SRP067036
SRR2979010,RNA-Seq,51,132509577,PRJNA305280,SAMN04322672,85223113,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468599,not sorted,GSM1966320,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966320,H9 cells differentiated for 72 hours,SRP067036
SRR2979011,RNA-Seq,51,137273895,PRJNA305280,SAMN04322618,89764477,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468600,not sorted,GSM1966321,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1966321,H9 cells differentiated for 72 hours,SRP067036
