Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type_or_stage,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,create_date,version
SRR3555860,RNA-Seq,200,479676200,PRJNA322308,SAMN05150877,378730634,Mature hepatocyte-like 1,GEO,public,"""fastq_run.zq_sra""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782654,GSM2171052,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171052,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555861,RNA-Seq,200,349925400,PRJNA322308,SAMN05150878,275148971,Mature hepatocyte-like 1,GEO,public,"""sra_fastq_run.zq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782655,GSM2171053,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171053,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555862,RNA-Seq,200,334242200,PRJNA322308,SAMN05150879,264334922,Mature hepatocyte-like 1,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782656,GSM2171054,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171054,iPSC line TkDA3-4,SRP075475,2016-05-20T14:32:00Z,1
SRR3555863,RNA-Seq,200,598739600,PRJNA322308,SAMN05150880,472777163,Mature hepatocyte-like 1,GEO,public,"""run.zq_fastq_sra""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782657,GSM2171055,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171055,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555864,RNA-Seq,200,554938000,PRJNA322308,SAMN05150881,439701121,Mature hepatocyte-like 1,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782658,GSM2171056,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171056,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555865,RNA-Seq,200,408850400,PRJNA322308,SAMN05150882,321145205,Mature hepatocyte-like 1,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782659,GSM2171057,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171057,iPSC line TkDA3-4,SRP075475,2016-05-20T14:32:00Z,1
SRR3555866,RNA-Seq,200,341865600,PRJNA322308,SAMN05150883,270370172,Mature hepatocyte-like 1,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782660,GSM2171058,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171058,iPSC line TkDA3-4,SRP075475,2016-05-20T14:32:00Z,1
SRR3555867,RNA-Seq,200,674941200,PRJNA322308,SAMN05150884,532935971,Mature hepatocyte-like 1,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782661,GSM2171059,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171059,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555868,RNA-Seq,200,652900400,PRJNA322308,SAMN05150885,509951966,Mature hepatocyte-like 1,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782662,GSM2171060,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171060,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555869,RNA-Seq,200,157249000,PRJNA322308,SAMN05150886,125231274,Mature hepatocyte-like 2,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782663,GSM2171061,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171061,iPSC line TkDA3-4,SRP075475,2016-05-20T14:32:00Z,1
SRR3555870,RNA-Seq,200,548699800,PRJNA322308,SAMN05150887,431098599,Mature hepatocyte-like 2,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782664,GSM2171062,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171062,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555871,RNA-Seq,200,570425400,PRJNA322308,SAMN05150888,449526696,Mature hepatocyte-like 2,GEO,public,"""fastq_sra_run.zq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782665,GSM2171063,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171063,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555872,RNA-Seq,200,561580600,PRJNA322308,SAMN05150889,439350771,Mature hepatocyte-like 2,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782666,GSM2171064,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171064,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555873,RNA-Seq,200,564466800,PRJNA322308,SAMN05150890,440230820,Mature hepatocyte-like 2,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782667,GSM2171065,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171065,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555874,RNA-Seq,200,746204800,PRJNA322308,SAMN05150891,574614441,Mature hepatocyte-like 2,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782668,GSM2171066,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171066,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555875,RNA-Seq,200,830786400,PRJNA322308,SAMN05150892,650355263,Mature hepatocyte-like 2,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782669,GSM2171067,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171067,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555876,RNA-Seq,200,596833200,PRJNA322308,SAMN05150893,463365233,Mature hepatocyte-like 2,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782670,GSM2171068,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171068,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555877,RNA-Seq,200,374913800,PRJNA322308,SAMN05150894,293936115,Mature hepatocyte-like 2,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782671,GSM2171069,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171069,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555878,RNA-Seq,200,278517000,PRJNA322308,SAMN05150895,218642774,Mature hepatocyte-like 2,GEO,public,"""sra_fastq_run.zq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782672,GSM2171070,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171070,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555879,RNA-Seq,200,740009800,PRJNA322308,SAMN05150896,574975795,Mature hepatocyte-like 2,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782673,GSM2171071,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171071,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555880,RNA-Seq,200,752445400,PRJNA322308,SAMN05150897,586988590,Mature hepatocyte-like 2,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782674,GSM2171072,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171072,iPSC line TkDA3-4,SRP075475,2016-05-20T14:36:00Z,1
SRR3555881,RNA-Seq,200,290669200,PRJNA322308,SAMN05150898,227377947,Mature hepatocyte-like 2,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782675,GSM2171073,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171073,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555882,RNA-Seq,200,652006800,PRJNA322308,SAMN05150991,505390207,Mature hepatocyte-like 2,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782676,GSM2171074,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171074,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555883,RNA-Seq,200,622670600,PRJNA322308,SAMN05150992,486847495,Mature hepatocyte-like 2,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782677,GSM2171075,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171075,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555884,RNA-Seq,200,581304000,PRJNA322308,SAMN05151052,450358070,Mature hepatocyte-like 2,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782678,GSM2171076,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171076,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555885,RNA-Seq,200,479005000,PRJNA322308,SAMN05151053,368229990,Mature hepatocyte-like 2,GEO,public,"""run.zq_sra_fastq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782679,GSM2171077,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171077,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555886,RNA-Seq,200,618118800,PRJNA322308,SAMN05151054,487698280,Mature hepatocyte-like 2,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782680,GSM2171078,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171078,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555887,RNA-Seq,200,248161000,PRJNA322308,SAMN05151055,195014071,Mature hepatocyte-like 2,GEO,public,"""fastq_sra_run.zq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782681,GSM2171079,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171079,iPSC line TkDA3-4,SRP075475,2016-05-20T14:32:00Z,1
SRR3555888,RNA-Seq,200,561770200,PRJNA322308,SAMN05151056,443458339,Mature hepatocyte-like 2,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782682,GSM2171080,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171080,iPSC line TkDA3-4,SRP075475,2016-05-20T14:35:00Z,1
SRR3555889,RNA-Seq,200,642406200,PRJNA322308,SAMN05151057,502277535,Mature hepatocyte-like 2,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782683,GSM2171081,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171081,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555890,RNA-Seq,200,534122200,PRJNA322308,SAMN05151058,420142821,Mature hepatocyte-like 2,GEO,public,"""fastq_run.zq_sra""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782684,GSM2171082,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171082,iPSC line TkDA3-4,SRP075475,2016-05-20T14:35:00Z,1
SRR3555891,RNA-Seq,200,496619800,PRJNA322308,SAMN05151059,388680628,Mature hepatocyte-like 2,GEO,public,"""run.zq_sra_fastq""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782685,GSM2171083,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171083,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555892,RNA-Seq,200,658550400,PRJNA322308,SAMN05151060,514946937,Mature hepatocyte-like 2,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782686,GSM2171084,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171084,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555893,RNA-Seq,200,648172800,PRJNA322308,SAMN05151061,506928742,Mature hepatocyte-like 2,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782687,GSM2171085,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171085,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555894,RNA-Seq,200,650251600,PRJNA322308,SAMN05151062,509013799,Mature hepatocyte-like 2,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782688,GSM2171086,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171086,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555895,RNA-Seq,200,743663400,PRJNA322308,SAMN05151063,578682405,Mature hepatocyte-like 2,GEO,public,"""sra_fastq_run.zq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782689,GSM2171087,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171087,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555896,RNA-Seq,200,784696800,PRJNA322308,SAMN05151064,613718397,Mature hepatocyte-like 2,GEO,public,"""run.zq_sra""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782690,GSM2171088,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171088,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555897,RNA-Seq,200,252068000,PRJNA322308,SAMN05151065,198235106,Mature hepatocyte-like 2,GEO,public,"""fastq_sra_run.zq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782691,GSM2171089,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171089,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555898,RNA-Seq,200,699361800,PRJNA322308,SAMN05151066,545360754,Mature hepatocyte-like 2,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782692,GSM2171090,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171090,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555899,RNA-Seq,200,535148000,PRJNA322308,SAMN05151067,417588466,Mature hepatocyte-like 2,GEO,public,"""run.zq_fastq_sra""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782693,GSM2171091,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171091,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555900,RNA-Seq,200,860493600,PRJNA322308,SAMN05151068,670532936,Mature hepatocyte-like 2,GEO,public,"""fastq_sra_run.zq""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782694,GSM2171092,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171092,iPSC line TkDA3-4,SRP075475,2016-05-20T14:35:00Z,1
SRR3555901,RNA-Seq,200,487622800,PRJNA322308,SAMN05151069,376305584,Mature hepatocyte-like 2,GEO,public,"""fastq_sra_run.zq""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782695,GSM2171093,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171093,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555902,RNA-Seq,200,484603600,PRJNA322308,SAMN05151070,375849405,Mature hepatocyte-like 2,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782696,GSM2171094,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171094,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555903,RNA-Seq,200,149492600,PRJNA322308,SAMN05151071,117120178,Mature hepatocyte-like 2,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782697,GSM2171095,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171095,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555904,RNA-Seq,200,415457200,PRJNA322308,SAMN05151072,326370527,Mature hepatocyte-like 2,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782698,GSM2171096,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171096,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555905,RNA-Seq,200,350515600,PRJNA322308,SAMN05151073,273675074,Mature hepatocyte-like 2,GEO,public,"""sra_fastq_run.zq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782699,GSM2171097,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171097,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555906,RNA-Seq,200,672397600,PRJNA322308,SAMN05151074,524965556,Mature hepatocyte-like 2,GEO,public,"""fastq_sra_run.zq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782700,GSM2171098,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171098,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555907,RNA-Seq,200,679994200,PRJNA322308,SAMN05151075,528735176,Mature hepatocyte-like 2,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782701,GSM2171099,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171099,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555908,RNA-Seq,200,588876000,PRJNA322308,SAMN05151076,456295292,Mature hepatocyte-like 2,GEO,public,"""fastq_run.zq_sra""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782702,GSM2171100,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171100,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555909,RNA-Seq,200,709729400,PRJNA322308,SAMN05151077,553437355,Mature hepatocyte-like 2,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782703,GSM2171101,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171101,iPSC line TkDA3-4,SRP075475,2016-05-20T14:36:00Z,1
SRR3555910,RNA-Seq,200,657031800,PRJNA322308,SAMN05151078,503887669,Mature hepatocyte-like 2,GEO,public,"""sra_fastq_run.zq""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782704,GSM2171102,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171102,iPSC line TkDA3-4,SRP075475,2016-05-20T14:36:00Z,1
SRR3555911,RNA-Seq,200,751346000,PRJNA322308,SAMN05151079,585952473,Mature hepatocyte-like 2,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782705,GSM2171103,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171103,iPSC line TkDA3-4,SRP075475,2016-05-20T14:35:00Z,1
SRR3555912,RNA-Seq,200,7796000,PRJNA322308,SAMN05151080,6585284,Mature hepatocyte-like 2,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782706,GSM2171104,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171104,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555913,RNA-Seq,200,3514600,PRJNA322308,SAMN05151081,3168288,Mature hepatocyte-like 2,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782707,GSM2171105,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171105,iPSC line TkDA3-4,SRP075475,2016-05-20T14:33:00Z,1
SRR3555914,RNA-Seq,200,848848400,PRJNA322308,SAMN05151172,660659026,Mature hepatocyte-like 2,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782708,GSM2171106,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171106,iPSC line TkDA3-4,SRP075475,2018-08-10T08:14:00Z,2
SRR3555915,RNA-Seq,200,545769400,PRJNA322308,SAMN05151173,422388527,Mature hepatocyte-like 2,GEO,public,"""fastq_sra_run.zq""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782709,GSM2171107,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171107,iPSC line TkDA3-4,SRP075475,2016-05-20T14:34:00Z,1
SRR3555916,RNA-Seq,200,47302400,PRJNA322308,SAMN05151174,40958971,Mesenchymal stem cell 1,GEO,public,"""sra_fastq_run.zq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782710,GSM2171108,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171108,MSC,SRP075475,2016-05-20T14:33:00Z,1
SRR3555917,RNA-Seq,200,283205800,PRJNA322308,SAMN05151175,241263115,Mesenchymal stem cell 1,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782711,GSM2171109,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2171109,MSC,SRP075475,2016-05-20T14:34:00Z,1
